CustomerID,Age,Gender,Income,SurveyOptIn
1079,47.0,female,39001.65,N
1080,52.0,Male,,N
1081,66.0,M,61017.31,N
1082,,Female,"$55,920.56",N
1083,26.0,M,41220.37,N
1084,61.0,m,71203.32,N
1085,50.0,MALE,"$68,309.43",N
1086,54.0,female,52126.33,N
1087,23.0,female,43247.51,N
1088,34.0,Male,64871.7,N
1089,57.0,female,58383.52,N
1090,61.0,F,28933.71,N
1091,40.0,F,,N
1092,59.0,female,59716.64,N
1093,61.0,MALE,38805.49,N
1094,38.0,female,58417.18,N
1095,64.0,m,28813.2,N
1096,,F,"$79,051.35",N
1097,30.0,female,77463.1,N
1098,53.0,Female,50454.69,N
1099,51.0,Female,61542.18,N
1100,25.0,F,15000.0,N
1101,61.0,Female,34185.74,N
1102,28.0,Female,49711.98,N
1103,59.0,female,35701.61,N
1104,18.0,MALE,67859.14,N
1105,59.0,F,,N
1106,58.0,F,33820.94,N
1107,58.0,M,"$39,925.66",N
1108,,female,"$59,238.07",N
1109,42.0,F,84000.09,N
1110,54.0,Female,32997.26,N
1111,32.0,F,59482.65,N
1112,58.0,M,87783.38,N
1113,46.0,female,25268.34,N
1114,41.0,MALE,"$31,940.75",N
1115,44.0,female,47375.08,N
1116,47.0,F,45629.41,N
1117,19.0,M,69626.82,N
1118,25.0,M,59349.87,N
1119,30.0,Male,"$23,050.68",N
1120,23.0,MALE,64277.39,N
1121,40.0,MALE,44604.3,N
1122,52.0,MALE,77940.05,N
1123,52.0,M,43703.42,N
1124,42.0,M,43540.92,N
1125,62.0,female,64740.37,N
1126,47.0,m,68732.68,N
1127,22.0,m,,N
1128,57.0,M,24659.25,N
1129,47.0,F,64684.62,N
1130,51.0,m,36382.46,N
1131,47.0,female,59234.97,N
1132,46.0,M,29372.78,N
1133,22.0,MALE,63033.8,N
1134,47.0,Male,40481.22,N
1135,59.0,M,31912.58,N
1136,33.0,female,67848.76,N
1137,49.0,MALE,59349.6,N
1138,19.0,MALE,"$43,948.42",N
1139,36.0,Female,81121.22,N
1140,,female,47068.26,N
1141,69.0,female,55577.94,N
1142,29.0,female,"$59,840.44",N
1143,32.0,Female,43846.01,N
1144,39.0,m,63480.45,N
1145,69.0,female,45397.86,N
1146,62.0,MALE,47590.51,N
1147,19.0,Male,,N
1148,30.0,female,"$36,269.45",N
1149,60.0,Female,15000.0,N
1150,21.0,F,83996.87,N
1151,62.0,m,100887.9,N
1152,32.0,F,,N
1153,65.0,m,20136.92,N
1154,33.0,Female,49411.29,N
1155,40.0,F,49847.99,N
1156,52.0,F,51581.37,N
1157,,F,34959.02,N
1158,46.0,Female,65432.1,N
1159,,M,64441.13,N
1160,58.0,M,28100.7,N
1161,69.0,M,67585.54,N
1162,52.0,F,"$91,948.33",N
1163,39.0,M,58095.29,N
1164,39.0,M,,N
1165,39.0,Female,52443.94,N
1166,60.0,Female,66074.62,N
1167,34.0,F,23847.91,N
1168,26.0,female,57959.03,N
1169,35.0,Female,47971.65,N
1170,19.0,MALE,88260.85,N
1171,23.0,F,51864.89,N
1172,22.0,Female,"$85,021.98",N
1173,58.0,F,35132.67,N
1174,55.0,Male,65570.67,N
1175,54.0,Female,60749.2,N
1176,42.0,F,"$39,357.15",N
1177,55.0,F,58193.13,N
1178,26.0,MALE,76825.34,N
1179,64.0,Female,49171.75,N
1180,44.0,female,,N
1181,66.0,Female,"$54,683.87",N
1182,25.0,Male,38756.38,N
1183,43.0,female,48837.86,N
1184,54.0,female,53531.42,N
1185,43.0,m,24298.26,N
1186,,Female,25918.15,N
1187,26.0,Male,63677.2,N
1188,37.0,F,,N
1189,30.0,M,15000.0,N
1190,33.0,female,69127.19,N
1191,53.0,Female,59902.66,N
1192,50.0,Female,"$42,150.25",N
1193,49.0,female,31297.06,N
1194,,Female,70044.54,N
1195,67.0,Male,61288.31,N
1196,22.0,M,97886.84,N
1197,35.0,F,62563.39,N
1198,24.0,F,61978.66,N
1199,35.0,MALE,51995.3,N
1200,68.0,MALE,"$69,701.97",N
1201,37.0,Female,66251.53,N
1202,65.0,female,"$77,531.05",N
1203,43.0,m,45616.19,N
1204,54.0,Male,47162.67,N
1205,41.0,MALE,46376.14,N
1206,31.0,Female,69234.43,N
1207,57.0,m,81970.74,N
1208,68.0,female,46740.87,N
1209,31.0,Male,47354.07,N
1210,58.0,M,60653.39,N
1211,31.0,F,50576.29,N
1212,55.0,female,72136.97,N
1213,59.0,Female,15000.0,N
1214,41.0,F,40119.31,N
1215,56.0,F,40916.51,N
1216,32.0,Female,"$15,000.00",N
1217,22.0,female,37654.51,N
1218,23.0,MALE,38527.19,N
1219,41.0,m,51380.12,N
1220,64.0,Female,"$75,033.39",N
1221,24.0,Male,50588.91,N
1222,41.0,F,36445.35,N
1223,54.0,F,53974.82,N
1224,28.0,m,73885.13,N
1225,55.0,Female,"$37,432.74",N
1226,33.0,m,38609.65,N
1227,60.0,Female,65053.88,N
1228,48.0,m,51012.35,N
1229,46.0,MALE,66654.72,N
1230,27.0,F,"$54,754.36",N
1231,,Female,67629.95,N
1232,62.0,MALE,36368.59,N
1233,19.0,Female,54782.48,N
1234,57.0,female,51207.58,N
1235,43.0,Male,"$33,113.96",N
1236,55.0,F,26857.4,N
1237,52.0,Female,67343.48,N
1238,,Male,48682.86,N
1239,34.0,female,"$36,598.95",N
1240,,female,53268.78,N
1241,25.0,Female,,N
1242,48.0,female,"$15,000.00",N
1243,22.0,Female,28060.5,N
1244,51.0,M,38388.04,N
1245,50.0,Female,81301.22,N
1246,22.0,M,"$60,086.57",N
1247,57.0,Female,68811.71,N
1248,39.0,M,34477.1,N
1249,58.0,Male,34848.35,N
1250,20.0,Male,63060.65,N
1251,27.0,F,"$56,048.94",N
1252,43.0,m,64877.3,N
1253,27.0,MALE,51621.92,N
1254,35.0,F,,N
1255,52.0,Female,57846.14,N
1256,,MALE,68999.81,N
1257,53.0,female,"$69,526.15",N
1258,23.0,MALE,25842.3,N
1259,27.0,MALE,,N
1260,48.0,female,73031.42,N
1261,59.0,MALE,,N
1262,26.0,F,36628.79,N
1263,33.0,F,21522.96,N
1264,66.0,Female,"$56,782.63",N
1265,69.0,Male,71755.09,N
1266,48.0,female,"$87,356.70",N
1267,41.0,female,64293.36,N
1268,36.0,MALE,48309.1,N
1269,49.0,Male,38923.65,N
1270,48.0,M,55206.12,N
1271,33.0,Female,"$49,613.24",N
1272,19.0,female,36728.78,N
1273,,M,91877.6,N
1274,67.0,Female,87133.03,N
1275,39.0,F,,N
1276,43.0,female,38424.69,N
1277,42.0,MALE,70390.35,N
1278,58.0,Male,66513.28,N
1279,21.0,M,62965.82,N
1280,22.0,Female,77493.97,N
1281,32.0,Female,66436.68,N
1282,43.0,F,68320.26,N
1283,52.0,M,66464.31,N
1284,43.0,Male,61134.25,N
1285,40.0,m,22895.0,N
1286,66.0,Female,"$56,505.18",N
1287,,Male,44988.54,N
1288,47.0,Female,31962.86,N
1289,46.0,Female,"$85,272.70",N
1290,42.0,M,86121.92,N
1291,59.0,MALE,79465.97,N
1292,31.0,MALE,59593.84,N
1293,67.0,Female,79311.25,N
1294,35.0,Female,55216.96,N
1295,46.0,M,"$58,650.35",N
1296,45.0,m,35317.52,N
1297,62.0,female,,N
1298,40.0,MALE,56086.95,N
1299,32.0,M,"$31,552.26",N
1300,19.0,Male,54078.45,N
1301,36.0,Male,53564.87,N
1302,60.0,Male,87356.1,N
1303,18.0,Female,71095.84,N
1304,64.0,female,55206.02,N
1305,46.0,Female,59478.17,N
1306,25.0,female,55795.82,N
1307,33.0,F,51347.55,N
1308,46.0,m,35516.31,N
1309,34.0,M,52281.07,N
1310,23.0,female,41570.23,N
1311,52.0,Male,32494.32,N
1312,52.0,Female,64201.99,N
1313,24.0,F,62042.76,N
1314,32.0,M,"$22,839.26",N
1315,30.0,F,52791.68,N
1316,52.0,female,72922.62,N
1317,55.0,m,74066.03,N
1318,55.0,M,73465.06,N
1319,66.0,Female,55700.44,N
1320,57.0,female,39789.18,N
1321,34.0,Male,35493.42,N
1322,23.0,F,61202.89,N
1323,,m,61827.04,N
1324,65.0,female,78171.96,N
1325,68.0,female,74799.63,N
1326,29.0,M,52619.88,N
1327,30.0,Female,32604.29,N
1328,19.0,F,49256.08,N
1329,25.0,F,58910.16,N
1330,46.0,Male,51362.5,N
1331,46.0,m,44597.91,N
1332,37.0,Male,59551.93,N
1333,34.0,m,45928.76,N
1334,61.0,MALE,,N
1335,41.0,female,60606.15,N
1336,60.0,Female,"$47,764.13",N
1337,68.0,female,59393.88,N
1338,34.0,Male,59917.67,N
1339,28.0,M,34490.28,N
1340,67.0,Female,46337.66,N
1341,51.0,Male,80879.98,N
1342,33.0,Female,"$34,082.57",N
1343,50.0,Female,"$16,900.22",N
1344,44.0,MALE,"$21,486.79",N
1345,65.0,Male,55523.98,N
1346,31.0,M,55556.51,N
1347,69.0,m,52883.0,N
1348,66.0,MALE,,N
1349,27.0,female,15000.0,N
1350,26.0,Female,62126.81,N
1351,45.0,female,83105.89,N
1352,20.0,F,34699.95,N
1353,33.0,Female,48163.48,N
1354,40.0,M,41447.95,N
1355,68.0,MALE,38901.77,N
1356,69.0,F,49127.28,N
1357,25.0,Male,"$80,694.74",N
1358,64.0,MALE,88072.96,N
1359,22.0,female,48953.09,N
1360,56.0,female,89291.08,N
1361,61.0,female,55640.38,N
1362,64.0,female,86566.44,N
1363,29.0,M,53320.62,N
1364,64.0,Female,57359.04,N
1365,24.0,F,61578.54,N
1366,44.0,Female,112219.37,N
1367,42.0,F,70323.14,N
1368,34.0,F,42269.24,N
1369,19.0,MALE,72441.96,N
1370,58.0,M,,N
1371,35.0,M,46184.5,N
1372,52.0,m,71354.82,N
1373,39.0,Male,55559.54,N
1374,37.0,m,60014.37,N
1375,64.0,female,55251.73,N
1376,22.0,F,"$61,058.50",N
1377,56.0,F,62649.39,N
1378,56.0,female,20134.6,N
1379,37.0,F,"$66,998.31",N
1380,31.0,female,,N
1381,18.0,M,29038.62,N
1382,66.0,Female,53948.6,N
1383,,m,"$56,511.66",N
1384,30.0,Male,42516.89,N
1385,19.0,female,"$69,958.57",N
1386,24.0,F,"$30,840.85",N
1387,21.0,M,47675.01,N
1388,61.0,M,44472.27,N
1389,,m,54161.43,N
1390,25.0,M,60019.56,N
1391,56.0,M,36857.93,N
1392,27.0,F,68037.09,N
1393,,Female,56134.04,N
1394,49.0,female,20944.97,N
1395,55.0,Female,19745.35,N
1396,63.0,female,54778.25,N
1397,20.0,F,51022.59,N
1398,28.0,m,53138.44,N
1399,,Male,54496.32,N
1400,34.0,F,59060.08,N
1401,69.0,MALE,"$72,057.69",N
1402,58.0,M,"$35,000.11",N
1403,34.0,Male,33904.51,N
1404,68.0,F,35320.17,N
1405,43.0,Male,"$60,200.50",N
1406,44.0,Female,77409.05,N
1407,40.0,M,47235.89,N
1408,25.0,m,,N
1409,66.0,m,24328.13,N
1410,18.0,m,40005.34,N
1411,27.0,female,44960.88,N
1412,29.0,Male,47649.0,N
1413,32.0,M,55694.46,N
1414,24.0,Female,49388.57,N
1415,18.0,Female,73888.11,N
1416,53.0,Male,42831.69,N
1417,68.0,F,39478.28,N
1418,24.0,female,,N
1419,33.0,MALE,27358.44,N
1420,44.0,F,62014.45,N
1421,66.0,female,56845.96,N
1422,54.0,Female,52346.04,N
1423,57.0,MALE,"$83,588.97",N
1424,48.0,MALE,43800.27,N
1425,39.0,Male,92085.37,N
1426,28.0,F,50942.23,N
1427,62.0,female,"$32,013.70",N
1428,59.0,M,"$56,258.55",N
1429,19.0,MALE,35627.59,N
1430,55.0,female,"$41,468.39",N
1431,22.0,F,"$62,146.60",N
1432,56.0,Female,"$65,000.48",N
1433,60.0,M,"$43,800.98",N
1434,,Female,72773.29,N
1435,40.0,M,75835.14,N
1436,24.0,F,80853.43,N
1437,47.0,M,64529.44,N
1438,66.0,Male,79541.72,N
1439,22.0,M,"$21,145.63",N
1440,,female,49277.68,N
1441,68.0,Female,39393.91,N
1442,33.0,Male,57146.07,N
1443,24.0,female,44713.91,N
1444,43.0,Male,"$52,009.16",N
1445,44.0,M,88879.15,N
1446,52.0,Male,51945.04,N
1447,34.0,Female,62448.26,N
1448,67.0,M,50819.15,N
1449,45.0,F,56362.84,N
1450,32.0,Male,55108.3,N
1451,67.0,Male,63069.83,N
1452,66.0,Male,75975.54,N
1453,43.0,F,84653.09,N
1454,19.0,MALE,60573.16,N
1455,49.0,Female,65611.84,N
1456,46.0,Female,34284.44,N
1457,25.0,M,53418.22,N
1458,50.0,F,,N
1459,61.0,Female,70587.44,N
1460,23.0,Male,,N
1461,55.0,m,"$70,955.09",N
1462,25.0,M,63833.8,N
1463,56.0,F,"$76,605.51",N
1464,,M,60208.46,N
1465,18.0,female,48597.43,N
1466,68.0,F,61045.14,N
1467,26.0,F,,N
1468,,Male,61891.94,N
1469,27.0,female,15000.0,N
1470,,MALE,23977.66,N
1471,56.0,Male,63131.83,N
1472,59.0,MALE,63595.53,N
1473,40.0,m,34076.28,N
1474,42.0,Male,42182.16,N
1475,50.0,MALE,79669.74,N
1476,58.0,Male,46287.46,N
1477,,Male,95372.57,N
1478,18.0,Female,54965.44,N
1479,52.0,M,62344.65,N
1480,23.0,F,,N
1481,32.0,F,57358.49,N
1482,61.0,Female,36957.81,N
1483,31.0,Female,53024.91,N
1484,59.0,female,54359.01,N
1485,42.0,female,30434.65,N
1486,30.0,female,50395.02,N
1487,35.0,Female,41640.54,N
1488,,MALE,"$71,638.44",N
1489,57.0,m,,N
1490,49.0,F,49909.68,N
1491,66.0,Male,53088.73,N
1492,63.0,female,59016.2,N
1493,57.0,M,66102.66,N
1494,49.0,Male,37005.18,N
1495,33.0,Female,36251.42,N
1496,39.0,F,74884.23,N
1497,24.0,Female,,N
1498,37.0,M,29496.84,N
1499,66.0,F,62988.63,N
1500,,female,63340.66,N
1305,46.0,Female,59478.17,N
1341,51.0,Male,80879.98,N
1048,64.0,F,59648.12,N
1068,37.0,MALE,67723.29,N
1480,23.0,F,,N
1486,30.0,female,50395.02,N
1311,52.0,Male,32494.32,N
1032,29.0,M,56790.59,N
1250,20.0,Male,63060.65,N
1091,40.0,F,,N
