customer_id,age,annual_income,loan_amount,credit_score,transaction_count,spending_ratio,join_date,default_flag,gender,education_level,employment_type,repayment_history,avg_interest_rate,inflation_rate,unemployment_rate,annual_income_was_missing,join_year,join_month,join_day,join_weekday,education_level_encoded,gender_encoded,region_East,region_North,region_South,region_West,purpose_Business,purpose_Car,purpose_Education,purpose_Home,purpose_Other,income_band,good_credit_flag,repayment_history_qbin,transaction_count_kmeans_bin,annual_income_standard,loan_amount_standard,age_minmax,annual_income_minmax,loan_amount_minmax,credit_score_minmax,repayment_history_minmax,transaction_count_minmax,spending_ratio_minmax,age_maxabs,annual_income_maxabs,loan_amount_maxabs,credit_score_maxabs,repayment_history_maxabs,transaction_count_maxabs,spending_ratio_maxabs,age_robust,annual_income_robust,loan_amount_robust,credit_score_robust,repayment_history_robust,transaction_count_robust,spending_ratio_robust,spending_ratio_log,spending_ratio_sqrt,spending_ratio_reciprocal,loan_amount_boxcox,annual_income_yeojohnson,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_constructed
CUST00011,33.0,633894.37,145614.28,709.0,47,22.65,2018-08-29,1,Male,Secondary,Self-Employed,0,8.4,4.8,5.4,0,2018,8,29,Wednesday,1.0,1,False,False,True,False,False,False,True,False,False,Mid-High,1,Low_Missed,1,0.12452624376481601,0.21037497669299765,0.2727272727272727,0.1268343690859805,0.1954882410083767,0.643047011468064,0.0,0.4883720930232558,0.16782945736434107,0.4520547945205479,0.15638795832443145,0.22473945457258246,0.8341176470588235,0.0,0.6811594202898551,0.17423076923076922,-0.386841438703141,0.6111520631050642,0.580256619655125,0.5943396226415094,-0.5,0.2222222222222222,-0.1106302916274695,3.1633631149379418,4.759201613716317,0.042283298097251586,0.6115975609204719,0.6297434768489544,0.2297,7.83,0.2265
CUST00012,33.0,248573.12,149062.38,504.0,50,15.43,2016-07-27,0,Male,Graduate,Salaried,1,8.55,5.0,5.9,0,2016,7,27,Wednesday,2.0,1,False,False,False,True,True,False,False,False,False,Low,0,Low_Missed,2,-0.623499313827431,0.24570751080056655,0.2727272727272727,0.028441587463243267,0.20101079438032227,0.12407280828333445,0.16666666666666666,0.558139534883721,0.11186046511627906,0.4520547945205479,0.06132542671286684,0.23006121362884896,0.5929411764705882,0.16666666666666666,0.7246376811594203,0.1186923076923077,-0.386841438703141,-0.5776482842905674,0.6231297630954508,-1.3396226415094339,0.0,0.5555555555555556,-0.38231420507996244,2.799108932049177,3.928103868280471,0.06086427267194157,0.6473216312175417,-1.1833549206248948,0.5997,8.33,0.1543
CUST00013,38.0,273302.35,142022.12,507.0,53,34.01,2017-07-05,1,Female,Post-Graduate,Salaried,0,8.75,5.2,6.1,0,2017,7,5,Wednesday,3.0,0,False,True,False,False,True,False,False,False,False,Low,0,Low_Missed,2,-0.5754923688183589,0.17356626588999177,0.36363636363636365,0.03475626054989095,0.1897349579479759,0.13166755272018427,0.0,0.627906976744186,0.255891472868217,0.5205479452054794,0.06742637029852334,0.21919535492014833,0.5964705882352941,0.0,0.7681159420289855,0.2616153846153846,-0.0296985815602839,-0.5013532000853064,0.5355922563998248,-1.3113207547169812,-0.5,0.8888888888888888,0.3168391345249294,3.555633734966574,5.831809324729333,0.028563267637817767,0.5733365415994699,-0.9703596763980665,0.5197,8.83,0.3401
CUST00014,44.0,257313.86,43124.84,644.0,51,24.24,2015-06-07,0,Female,Graduate,Unemployed,1,8.4,4.8,5.4,0,2015,6,7,Sunday,2.0,0,False,False,True,False,True,False,False,False,False,Low,0,Low_Missed,2,-0.6065308831678998,-0.8398299577536917,0.47272727272727266,0.03067355811640897,0.03133888267746625,0.4784942153363205,0.16666666666666666,0.5813953488372092,0.1801550387596899,0.6027397260273972,0.06348185300017507,0.06655839674604638,0.7576470588235295,0.16666666666666666,0.7391304347826086,0.18646153846153846,0.39887284701114467,-0.550681189305552,-0.6940812656262358,-0.018867924528301886,0.0,0.6666666666666666,-0.050799623706491125,3.228430037673012,4.923413450036469,0.03961965134706815,-1.422232258331801,-1.1048900711371867,0.1676,8.5,0.2424
CUST00015,38.0,227277.52,58356.66,634.0,49,12.87,2024-05-17,1,Male,Primary,Self-Employed,1,8.4,4.8,5.4,0,2024,5,17,Friday,0.0,1,False,False,True,False,True,False,False,False,False,Low,0,Low_Missed,2,-0.6648405403086111,-0.6837501457788796,0.36363636363636365,0.023003700712057956,0.0557345031356513,0.45317840054682157,0.16666666666666666,0.5348837209302326,0.09201550387596899,0.5205479452054794,0.05607159332530455,0.0900670177339588,0.7458823529411764,0.16666666666666666,0.7101449275362319,0.09899999999999999,-0.0296985815602839,-0.643349868820355,-0.5046911656531425,-0.11320754716981132,0.0,0.4444444444444444,-0.478645343367827,2.6297282343267403,3.5874782229304194,0.07209805335255949,-0.8828788116397269,-1.3913503641503933,0.2568,8.17,0.1287
CUST00016,49.0,658506.68,87291.43,696.0,52,35.01,2024-10-18,0,Male,Graduate,Self-Employed,2,8.55,5.0,5.9,0,2024,10,18,Friday,2.0,1,False,False,False,True,False,False,False,False,True,High,0,High_Missed,2,0.17230621154853745,-0.3872567877209176,0.5636363636363636,0.13311918634706102,0.10207707197935341,0.6101364522417154,0.3333333333333333,0.6046511627906976,0.26364341085271314,0.6712328767123288,0.16246005659933488,0.13472461881527528,0.8188235294117647,0.3333333333333333,0.7536231884057971,0.2693076923076923,0.7560157041540018,0.6870864235334316,-0.14492069941874275,0.4716981132075472,0.5,0.7777777777777778,0.3544684854186265,3.583796677660784,5.9169248769948055,0.027770063871146906,-0.20040155278335858,0.6912584416081521,0.1326,8.67,0.3501
CUST00017,33.0,511460.2,63862.11,652.0,60,43.83,2019-11-05,0,Male,Secondary,Salaried,0,9.1,5.6,7.2,0,2019,11,5,Tuesday,1.0,1,True,False,False,False,False,False,False,True,False,Mid-High,0,Low_Missed,3,-0.11315566005594119,-0.6273360336874337,0.2727272727272727,0.09557048589248654,0.06455215385969575,0.4987468671679198,0.0,0.7906976744186047,0.33201550387596895,0.4520547945205479,0.12618224774926676,0.09856406781844655,0.7670588235294118,0.0,0.8695652173913043,0.33715384615384614,-0.386841438703141,0.23341586550605872,-0.4362372497129026,0.05660377358490566,-0.5,1.6666666666666667,0.6863593603010348,3.802877558167348,6.620422947214173,0.022306491188935983,-0.7266226210774629,0.26680063951108346,0.1249,10.0,0.4383
CUST00018,23.0,460352.62,52118.63,697.0,55,33.19,2021-10-27,1,Male,Graduate,Salaried,2,8.55,5.0,5.9,0,2021,10,27,Wednesday,2.0,1,False,False,False,True,False,False,False,False,True,Mid-High,0,High_Missed,3,-0.21237099278594343,-0.7476709739854391,0.09090909090909088,0.08252003264547103,0.04574353604919859,0.6126680337206651,0.3333333333333333,0.6744186046511629,0.2495348837209302,0.3150684931506849,0.11357350649936017,0.08043931185368793,0.82,0.3333333333333333,0.7971014492753623,0.2553076923076923,-1.1011271529888553,0.07573780114145372,-0.5822538682937434,0.4811320754716981,0.5,1.1111111111111112,0.2859830667920978,3.5319332036512097,5.76107628833363,0.029248318221702253,-1.0817161618364246,0.07814663266610497,0.1132,9.17,0.3319
CUST00019,60.0,137191.4937,32102.67,550.0,55,4.16,2017-11-10,0,Female,Graduate,Salaried,1,8.75,5.2,6.1,0,2017,11,10,Friday,2.0,0,False,True,False,False,False,False,False,True,False,Low,0,Low_Missed,3,-0.8397248739764982,-0.9527736651474511,0.7636363636363636,0.0,0.013685530947627443,0.24052555631502992,0.16666666666666666,0.6744186046511629,0.024496124031007753,0.821917808219178,0.03384648707200554,0.04954690258485367,0.6470588235294118,0.16666666666666666,0.7971014492753623,0.032,1.5417299898682875,-0.9212849667702656,-0.8311292269480233,-0.9056603773584906,0.0,1.1111111111111112,-0.8063969896519286,1.6409365794934714,2.039607805437114,0.19379844961240308,-1.9717172859738934,-2.699026891946865,0.234,9.17,0.0416
CUST00020,31.0,310592.91,44006.05,649.0,39,18.41,2015-07-12,0,Female,Graduate,Salaried,0,8.55,5.0,5.9,1,2015,7,12,Sunday,2.0,0,False,False,False,True,False,False,True,False,False,Low,0,Low_Missed,0,-0.5031000677528787,-0.8308002363474299,0.23636363636363633,0.04427850186585673,0.032750248141603655,0.49115212273107,0.0,0.3023255813953488,0.1349612403100775,0.4246575342465753,0.07662631719689178,0.06791844642499206,0.7635294117647059,0.0,0.5652173913043478,0.14161538461538462,-0.5296985815602839,-0.38630366496992496,-0.6831244364359427,0.02830188679245283,-0.5,-0.6666666666666666,-0.2701787394167451,2.9657883971809187,4.290687590584987,0.05151983513652756,-1.3854243298508888,-0.6944901206554925,0.1417,6.5,0.1841
CUST00021,32.0,282904.31,84633.43,543.0,50,15.54,2020-12-04,1,Female,Graduate,Salaried,1,8.4,4.8,5.4,0,2020,12,4,Friday,2.0,0,False,False,True,False,False,False,False,True,False,Low,0,Low_Missed,2,-0.5568520486102767,-0.41449320071877666,0.2545454545454545,0.03720814596609952,0.09781996027649346,0.22280448596238056,0.16666666666666666,0.558139534883721,0.11271317829457364,0.4383561643835616,0.06979526800669018,0.1306222912808197,0.6388235294117647,0.16666666666666666,0.7246376811594203,0.11953846153846154,-0.4582700101317125,-0.47172905300367257,-0.1779698613526733,-0.9716981132075472,0.0,0.5555555555555556,-0.37817497648165577,2.805781689595545,3.9420806688854046,0.060459492140266025,-0.2514177394595533,-0.8946163656512792,0.2992,8.33,0.1554
CUST00022,37.0,1234166.47,94688.15,681.0,57,8.85,2016-10-27,1,Male,Secondary,Salaried,2,8.4,4.8,5.4,0,2016,10,27,Thursday,1.0,1,False,False,True,False,False,False,True,False,False,High,0,High_Missed,3,1.289836675799304,-0.3114629123448738,0.34545454545454546,0.2801154083474328,0.11392382264706523,0.5721627300574668,0.3333333333333333,0.7209302325581395,0.060852713178294576,0.5068493150684932,0.30448097287213743,0.1461406339095786,0.8011764705882353,0.3333333333333333,0.8260869565217391,0.06807692307692308,-0.10112715298885533,2.463122804432996,-0.05295102407640164,0.330188679245283,0.5,1.3333333333333333,-0.6299153339604894,2.2874714551839976,2.9748949561287032,0.10152284263959391,-0.06729494017317665,1.592015725288209,0.0767,9.5,0.0885
CUST00023,39.0,405918.39,61338.79,500.0,54,68.55,2024-10-01,1,Other,Secondary,Salaried,0,8.55,5.0,5.9,1,2024,10,1,Tuesday,1.0,2,False,False,False,True,False,True,False,False,False,Mid-Low,0,Low_Missed,2,-0.31804436337698816,-0.6531923864510747,0.38181818181818183,0.06862011068375247,0.06051074862942468,0.11394648236753491,0.0,0.6511627906976745,0.5236434108527132,0.5342465753424658,0.1001440480666208,0.09466960389284744,0.5882352941176471,0.0,0.782608695652174,0.5273076923076923,0.04172998986828753,-0.09220370619616051,-0.4676118213047482,-1.3773584905660377,-0.5,1.0,1.6165569143932268,4.242045918369452,8.279492738084864,0.014378145219266714,-0.7962449960455987,-0.157030598189303,0.1511,9.0,0.6855
CUST00024,34.0,294725.42,103502.92,678.0,43,21.62,2018-03-19,1,Female,Post-Graduate,Self-Employed,3,8.4,4.8,5.4,0,2018,3,19,Monday,3.0,0,False,False,True,False,False,False,False,True,False,Low,0,High_Missed,1,-0.5339036843580864,-0.22113833890576973,0.2909090909090909,0.04022669709653512,0.12804175361960796,0.5645679856206172,0.5,0.39534883720930236,0.15984496124031006,0.4657534246575342,0.0727116517853133,0.15974525154723587,0.7976470588235294,0.5,0.6231884057971014,0.16630769230769232,-0.31541286727456963,-0.4352583427207542,0.056650466194611504,0.3018867924528302,1.0,-0.2222222222222222,-0.1493885230479774,3.1188344706879745,4.649731175025068,0.044208664898320066,0.07659263271089782,-0.8060446082166627,0.3512,7.17,0.2162
CUST00025,38.0,761888.2,76092.11,532.0,39,13.09,2023-06-24,0,Female,Graduate,Salaried,2,8.4,4.8,5.4,1,2023,6,24,Saturday,2.0,0,False,False,True,False,False,False,True,False,False,High,0,High_Missed,0,0.3730011359596203,-0.5020157436333266,0.36363636363636365,0.15951792589539018,0.08413999288376531,0.19495708969393166,0.3333333333333333,0.3023255813953488,0.09372093023255813,0.5205479452054794,0.18796529155082428,0.11743971332122748,0.6258823529411764,0.3333333333333333,0.5652173913043478,0.10069230769230769,-0.0296985815602839,1.0060410280103151,-0.284171316510506,-1.0754716981132075,0.5,-0.6666666666666666,-0.47036688617121364,2.645465325910589,3.6180105030251086,0.07097232079488999,-0.42867754127438135,0.9190384115403777,0.0999,6.5,0.1309
CUST00026,38.0,530228.06,189917.33,619.0,52,10.34,2018-01-09,1,Male,Graduate,Salaried,3,9.1,5.6,7.2,0,2018,1,9,Tuesday,2.0,1,True,False,False,False,True,False,False,False,False,Mid-High,0,High_Missed,2,-0.07672154451906577,0.6643464465443149,0.36363636363636365,0.10036290767173206,0.26644498767029856,0.41520467836257313,0.5,0.6046511627906976,0.0724031007751938,0.5205479452054794,0.13081246288671744,0.2931162874828015,0.7282352941176471,0.5,0.7536231884057971,0.07953846153846154,-0.0296985815602839,0.29131881917879965,1.1311139084500912,-0.25471698113207547,1.0,0.7777777777777778,-0.5738476011288807,2.428336298299606,3.215587038162705,0.08818342151675485,1.0100636125926894,0.3297391149543364,0.3582,8.67,0.1034
CUST00027,40.0,255089.97,89592.29,722.0,38,61.35,2016-06-14,0,Male,Secondary,Self-Employed,1,8.75,5.2,6.1,0,2016,6,14,Tuesday,1.0,1,False,True,False,False,False,False,False,True,False,Low,1,Low_Missed,0,-0.6108481289914142,-0.3636799731196181,0.4,0.030105682030875172,0.10576218034377864,0.6759575706944128,0.16666666666666666,0.2790697674418605,0.46782945736434106,0.547945205479452,0.0629331975252288,0.1382757404597175,0.8494117647058823,0.16666666666666666,0.5507246376811594,0.47192307692307695,0.11315856129685896,-0.5575423764437377,-0.11631216114661956,0.7169811320754716,0.0,-0.7777777777777778,1.345625587958608,4.132763672126045,7.832624081366347,0.01603849238171612,-0.1576550372284308,-1.12450545774701,0.3512,6.33,0.6135
CUST00028,18.0,258719.55,149911.22,668.0,47,50.55,2021-04-21,1,Male,Primary,Salaried,1,8.4,4.8,5.4,0,2021,4,21,Wednesday,0.0,1,False,False,True,False,True,False,False,False,False,Low,0,Low_Missed,1,-0.6038020120089594,0.2544055381930055,0.0,0.031032504707595582,0.20237031533512123,0.5392521708311182,0.16666666666666666,0.4883720930232558,0.3841085271317829,0.2465753424657534,0.06382865051020355,0.2313713038110714,0.7858823529411765,0.16666666666666666,0.6811594202898551,0.38884615384615384,-1.4582700101317125,-0.5463443281531225,0.6336841086996635,0.20754716981132076,0.0,0.2222222222222222,0.9392285983066793,3.942552210462969,7.109852319141376,0.019398642095053348,0.6559711162917231,-1.092610266027318,0.5794,7.83,0.5055
CUST00029,59.0,402692.55,111516.55,518.0,52,20.58,2017-02-08,1,Male,Secondary,Salaried,0,8.75,5.2,6.1,1,2017,2,8,Wednesday,1.0,1,False,True,False,False,False,False,False,True,False,Mid-Low,0,Low_Missed,2,-0.3243066984148388,-0.13902301298702116,0.7454545454545455,0.06779638406428912,0.1408765610144121,0.15951494898863317,0.0,0.6046511627906976,0.15178294573643408,0.8082191780821918,0.09934820169953398,0.17211339865029804,0.6094117647058823,0.0,0.7536231884057971,0.1583076923076923,1.470301418439716,-0.10215612826642723,0.15629070530243838,-1.2075471698113207,-0.5,0.7777777777777778,-0.18852304797742248,3.0717669598299886,4.536518488885502,0.046339202965708995,0.19572750189410976,-0.1723072398830773,0.2769,8.67,0.2058
CUST00030,36.0,652572.51,42563.71,596.0,53,45.95,2019-08-04,0,Female,Secondary,Salaried,1,8.75,5.2,6.1,0,2019,8,4,Sunday,1.0,0,False,True,False,False,False,False,False,True,False,High,0,Low_Missed,2,0.16078618553622379,-0.8455798330078259,0.32727272727272727,0.13160388063028,0.03044016443449192,0.3569783043467254,0.16666666666666666,0.627906976744186,0.3484496124031008,0.4931506849315068,0.16099603865790701,0.06569235496673523,0.7011764705882353,0.16666666666666666,0.7681159420289855,0.3534615384615385,-0.17255572441742675,0.6687782109510609,-0.7010582694772465,-0.4716981132075472,0.0,0.8888888888888888,0.7661335841956729,3.849083205654272,6.7786429320329304,0.021299254526091587,-1.4461219036497373,0.6767168053241779,0.0652,8.83,0.4595
CUST00031,44.0,631423.34,93489.56,530.0,50,51.94,2018-05-16,1,Male,Secondary,Salaried,1,8.55,5.0,5.9,0,2018,5,16,Wednesday,1.0,1,False,False,False,True,False,False,False,True,False,Mid-High,0,Low_Missed,2,0.11972922415176017,-0.32374481311805053,0.47272727272727266,0.12620338515978066,0.11200413434159841,0.189893926736032,0.16666666666666666,0.558139534883721,0.3948837209302325,0.6027397260273972,0.15577833098753235,0.14429074348086413,0.6235294117647059,0.16666666666666666,0.7246376811594203,0.3995384615384615,0.39887284701114467,0.6035283950036422,-0.06785410722252266,-1.0943396226415094,0.0,0.5555555555555556,0.9915333960489182,3.9691591967989552,7.2069410986909,0.018889308651303362,-0.08803937164407821,0.623387803504682,0.1481,8.33,0.5194
CUST00032,23.0,1094728.5,47033.98,514.0,46,118.54,2025-02-20,1,Female,Post-Graduate,Salaried,1,9.1,5.6,7.2,0,2025,2,20,Thursday,3.0,0,True,False,False,False,False,False,True,False,False,High,0,Low_Missed,1,1.0191452325976094,-0.799773166366765,0.09090909090909088,0.2445095606758399,0.03759984793033226,0.14938862307283363,0.16666666666666666,0.4651162790697674,0.9111627906976745,0.3150684931506849,0.2700802580634489,0.07259171979271369,0.6047058823529412,0.16666666666666666,0.6666666666666666,0.9118461538461539,-1.1011271529888553,2.0329261641590906,-0.6454756219533971,-1.2452830188679245,0.0,0.1111111111111111,3.4976481655691445,4.783651043396108,10.887607634370372,0.008365400702693659,-1.2650934208448197,1.4355908905936303,0.043,7.67,1.1854
CUST00033,33.0,313999.51,92515.13,659.0,43,19.81,2020-10-12,0,Male,Graduate,Self-Employed,1,8.4,4.8,5.4,0,2020,10,12,Monday,2.0,1,False,False,True,False,True,False,False,False,False,Low,0,Low_Missed,1,-0.4964868226632457,-0.3337297559011595,0.2727272727272727,0.04514838602063931,0.1104434656596504,0.516467937520569,0.16666666666666666,0.39534883720930236,0.14581395348837206,0.4520547945205479,0.07746675882887538,0.14278681909433308,0.7752941176470588,0.16666666666666666,0.6231884057971014,0.15238461538461537,-0.386841438703141,-0.37579355875741266,-0.07997001951119072,0.12264150943396226,0.0,-0.2222222222222222,-0.2174976481655692,3.035433640405543,4.450842616853577,0.04805382027871216,-0.1051297207914145,-0.6715503653812354,0.2946,7.17,0.1981
CUST00034,31.0,493564.92,63128.11,695.0,40,11.14,2023-04-09,1,Male,Secondary,Salaried,1,8.4,4.8,5.4,0,2023,4,9,Sunday,1.0,1,False,False,True,False,False,False,True,False,False,Mid-High,0,Low_Missed,1,-0.1478958328345497,-0.6348573004821774,0.23636363636363633,0.09100087968177861,0.06337656319381946,0.6076048707627655,0.16666666666666666,0.32558139534883723,0.0786046511627907,0.4246575342465753,0.12176730665609371,0.09743122041051186,0.8176470588235294,0.16666666666666666,0.5797101449275363,0.08569230769230769,-0.5296985815602839,0.17820501201499866,-0.4453636924741912,0.46226415094339623,0.0,-0.5555555555555556,-0.543744120413923,2.4965057856313524,3.3376638536557275,0.08237232289950576,-0.7465456226402077,0.20378452476630918,0.1279,6.67,0.1114
